text,rating
"aplikasi super lemot, kebanyakan pop up, kebanyakan iklan, kebanyakan ini itu, cuman pengen tau kouta, dan masa aktif aja lemot sekali.. mending jualan cilok aja Telkomsel",1
aplikasi sering eror,1
sinyal sangat keceng walupun daerah pedalaman jos poke,5
"sering stag di beranda, mau beli kuota jadi kehambat",1
joss pokoknya,5
oce,5
"Data pelanggan dijual ke Dark Web, akhirnya telkomsel di jebol sama hacker, syukurrr. ADA DURI DIDALAM DAGING DI TELKOMSEL. Terima kasih hacker yg baik hati",1
saya kecewa paket super seru sudah tidak ada lagi. 😭,2
lemot...loading terlalu lama.,3
"aplikasinya masih ok kok, walau lelet banyak 🤣 yg ga ok harganya dan promo bagus yg cuma buat pelanggan baru, bukan untuk pelanggan tetap yg sering beli paket gede. udah gede2, mahal2, ga tetap pula paketnya aka ilang2an. iri juga sama yg jarang beli paket tapi tiba-tiba dapat promo gede, yg sering beli malah gitu2 aja. kalo gitu mending sekarang aku jadi mereka, jadi yg jarang beli 🥰",5
sangat buruk stiap kali isi paket harus di perbarui lg dan loading lama kdang2 eror di jaringan 5G skalipun,1
Telkomsel mantap,5
"suka ngaco,kuota diaplikasi masih 5gb tapi dicheck 888 tinggal 3,9 GAZEBO",2
jaringan sering lelet gangguan berat,5
Apa lagi gangguan transfer pulsa aja gak bisa,3
"aplikasi nya lemot, harus keluar masuk aplikasi untuk refresh. mohon diperbaiki 🙏",1
sangat bagus bermanfaat sangat membantu,5
terbaik,5
bgus,3
Telkomsel paketnya terlalu mahal semua..,1
"Kalau ga sanggup kasih reward ga usah dipajang, malah nyalahin pengguna bla...bla...bla😡😡😡",1
sering2 kasih Kouta tambahan ya min..,5
Aplikasi nya sangat lelet...,1
"telkomsel buruk, mahal kuota padahal aku uda pakai dari tahun 2015 dan hari ini aku putus hubungan ama telkomsel",1
"aplikasi paling membagongkan, mau beli kuota aja loading lama banget. hapus aja udah, ga guna.",1
"jelek x, masih mending aplikasi tetangga..ini mau login aja susah,.",1
ieu kumaha peket beuki mahal wae tel?,1
sering lag,3
"Telkomsel semakin didepan, sangat membantu,,",5
mantap,5
"stamp hadiah cek in harian gak ada, padahal paket aktif. curang telkomsel",1
sangat cepat dan tepecaya,5
ok,5
"min klaim stamp saldo dana ga bisa² dgn alasan habis, ini niat bagi² apa prank...",1
apk gaje,1
tambah lemotnya,1
"jaringan & jangkauan luas,harga paket datanya mahal...🤔",4
Pulsa saya sering kesedot tau tau minus sendiri,5
Terimakasih telah berkonsisten dalam penyediaan paket telpon bulanan yang murah untuk pelanggan setia. Semoga pelayanan peningkatan kualitas signal semakin prima.,5
"Aplikasi yg buruk selalu error ketika diakses, sangat tidak membantu usernya. Dan tidak ada respon perbaikan dari providernya.",1
aplikasi eror terus gk bisa di gunain,1
"sangat bagus, sangat menikmati setiap kali ada promo menarik, dan dapat membeli paket data termurah.",1
"hadiah stamp saldo dana, giliran mau di klaim gak ada, pas stock abis baru muncul, parah",1
lawak lawak segitu nya kah cari duit padahal gak pakai buat apa apa pulsa langsung hilang setengah👍🏻,1
semakin di depan,5
selalu tidak stabil loading terus,2
"monyet lah dlu unlimited paketnya Kouta 500 GB,sekarang cuma 15GB lucu ... Telkomsel monyet",1
"aplikasinya bagus, TAPI KENAPA GUA ABIS BELI PAKET SEPUASNYA TUH, TERUS DIBILANGNYA SAMPAI TANGGAL 18 JUNI (muncul notif abis dibeli tu paket), SEDANGKAN GUA AKTIFKAN TU PAKE UDAH PAS TANGGAL 19 JUNI GEGARA WITA, INI MALAH KE HUBUNG SAMA WIB, plss buat yg di telkom perhatiin lagi dong, bisa bisa rugii trs ni",2
kualitas jaringan dan internet di perbaik lagi,4
baik,5
Loading aplikasinya sering stuck,2
"app yg sangat lelet..susah untuk refresnya walaupun internet sudah bagus, cek kuota sangat susah.. yaa terpaksa uninstal.",1
sulit di akses hanya gimmick,1
"2 hari full saya follow up, untuk minta di bantu akses pembelian paket upload booster hasilnya nihil, baik itu datang ke plaza nya mau telpn 188 tetap aja parah tanpa hasil",1
bugs,4
"sangat menguntungkan,banyak promo,pembayaran mudah, memudahkan apa yg diinginkan🫶🏻",5
"lelet bgt ni apk,mana mahal",1
provider paling busuk yang pernah saya pakai.,1
"ini provider yg katanya bagus, eh malah lag bngt, bagus di awal doang ni provider ini klo uda lama ngelag nya minta ampun, kecewa gw sama provider yg 1 ini, lapor ke Veronica dll tetep aja gaada solusi, tetep ngelag jga.",1
"reward nya ga bisa diclaime, dana Rp10.000, diclik anda melebihi batas rendem, Penipuan public, padahal tiap bulan beli pulsa Rp200.000 ..",1
sinyal taik kalian,1
"unlimited sehari, 12 jam dah habis",1
"apk logout sendiri gak jelas, trus buat beli wdp ml mahal di ml 29.000 eh pulsa potong 37.900. pajaknya hampir 9000. sinyal buat maen ml di dalam game merah, di lobby hijau, mahal doang sinyal internet buruk, KORUPSI NYA GEDE BANGET.",1
makin kesini bukan y makin bener malah makin banyak kendala..,1
"selalu sulit buat cek kuota di aplikasi ini, setiap mau cek selalu ga update kuotanya, giliran kuota udah habis dan pulsa udah kepotong baru muncul update kuotanya. MASA HARUS selalu hapus cache dan hapus data.",2
"apasih nih apk aneh banget, jaringan stabil tapi gak bisa digunakan apknya",1
tolong di perbarui lagi fitur jaga pulsa kurang baik,5
sinyalnya kurang stabil,4
"program daily check-in berhadiah poin, yg dpt ditukar dgn saldo dana maupun gopay. Kenyataannya reedem selalu gagal dgn alasan stok habis lah, batas maksimum Penukaran lah. Jgn-kan hadiah saldo e-walet 10.000 rupiah, 5.000 rupiah pun tdk sebanding dgn harga kuota yg dijual lbh mahal dari operator sebelah inisial ""Xtra Large"" yg jaringannya stabil & harga relatif lbh murah. Blm lagi waktu yg terbuang cuma utk check-in. Klw tidak mampu, ora usah banyak lagu. Fokus saja perbaikan kualitas jaringan",1
kurang menarik,4
"aplikasi sering eror ,tambah jaringan Telkomsel sekarang jelek banget ,,,,,dikit dikit jaringan ilang ngleg pula",2
"Telkomsel makin ga jelas, makin kesini makin ancur",1
"kebangetan banget, tiba"" sinyal hilang.",1
mantabb murahh,5
"sinyal sering tiba tiba turun ngga jelas, padahal sudah di tempat yang sinyalnya bagus tetep juga ngga naik, tolong lebih stabil kan lagi sinyal nya",3
bagus,5
makin ga jelas ni telkom,1
"loading sangat lama, mau cek pulsa dan kuota saja dipersulit, padahal aplikasi lain semuanya lancar, aplikasi lelet dan lemot, kualitas sangat buruk",1
kke,5
Aplikasi eror,1
"tiap mau cek kuota harus hapus cache terus login ulang,niat bikin aplikasi gak sih masa kalah sama provider smart fren tinggal di tarik ke bwh langsung update,aplikasi buruk gak guna.",1
"apk buruk, metode pembayaran lewat gopay ga sesuai ekspektasi, masa iya no gopay harus sama dengan yang di apl, padahal gopay saya pake no lama yang sudah ga aktif.🗿🗿",1
"apk cukup berat, tidak begitu normal diwaktu mengunakan nya",1
"aplikasi ga ada niat buat berubah, uda ga buka 2 hari langsung loading nya lama banget dan tidak bisa terbuka aplikasi nya tolong lah developer Telkomsel di dengerin keluhan customer nya!!!",1
pulsa tetap terpotong padahal fitur jaga pulsa aktif dan saya tidak memiliki tagihan apapun..??!! sungguh operator perampok dengan gaya,1
apps busuk gabisa dibuka,1
saya suka memakai Telkomsel,5
Gangguan mulu Admin nya GK bertanggung Jawab cek kuota aja susah loading terus GK bsa kebuka Telkomsel payah adminnya molor terus bukannya d betulin aplikasi nya,1
"sinyal Telkomsel jelek benget ,, harga elite sinyal sulit",1
apk nya cuma loading aj,1
sinyal lancar dan pas respon,5
suka lelet dan nge Bug,1
"kuota makin hari makin mahal, tapi aplikasi makin jelek banyak bug :(",1
"claim reward stamp berhadiah saldo dana gagal terus, mending gk usah adain hadiahnya klo gk bisa di claim, ada ada aja.",1
"dari dulu, Gonta ganti HP. tetep aja Ui berat, Lama respon, sekarang muncul bug ""sesi telah berakhir"" tapi ga dipindahin ke menu login masih tetep di menu aplikasi gabisa kemana mana ,-",1
"kenapa harga paket meroket semua? kasihan kami yang miskin, gini amat lah telkomsel sekarang, pdahal dulu murah",1
"lemot parah tsel, gak guna di kampung kami kalah sama XL.",1
"Tolong perbaiki sinyal di daerah² ,,masa kala ma sinyal² kartu sebelah,,apa jgn² ....hem mohon mengerti selaku pelanggan setia TELKOMSEL ..",1
baik,5
"kartu taik, udah sudah di kota pun Masi ngelek percuma di beli mahal tapi gak guna",1
aplikasi yang sangat baguss,5
Bagus,5
kenapa harga nya di naikin terus kouta nya di kurangin aneh jadi males pake telkomsel,1
"hadeh Telkomsel kena paket 7gb hanya 14 hari , sebelumnya 28 hari",1
"Tidak bagus GK bisa di buka sama sekali,terkonsel gini amat,bukanya semakin bagus,malah semakin jelek Telkomsel parah",1
"jaringan ,amat sangat bagus teruskan",1
"PROVIDER TELKOMSEL KENAPA TIDAK LANCAR YA,MASUK MY TELKOMSEL MAU CEK UPDATE SISA KUOTA SUSAH SEKALI.KENAPA ALASANNYA SELALU SAMA.",1
kanapa loding mulu sih min,1
aplikasi cacat,1
"jauh kali perubahannya,rarata dijawab robot,padahal orang serius nannya dN lebih lebih ini masalah darurat dan minta hubungkan ke live agen,malah tetap robot yg balas.....hehhh suka bercanda kali telkomsel sekarang😡😡😡😡",1
"2025 sinyal lelet kyak keong, udah banyak yg protes, sinyal nya gk pernah di perbaiki. paket doang tiap tahun mahal, giliran sinyal masih kayak keong lelet, provider gak guna",1
"aplikasinya mantap,setiap periode dapat kuota gratis cuman tukar 1 poin Telkomsel bisa dapat kuota 10 hingga 20 GB, sayangnya kuota berlaku hanya 24 jam, kalau bisa kedepannya tolong perpanjang lagi masa berlaku kuotanya, kalau bisa berlaku sampai 30 hari yah, biar pengguna puas dan konsisten🙏🙏",5
buka appnya kayak buka game lambat mampus,1
"kenapa sekarang malah harga paket makin mahal ya ga sebanding dengan berapa kuota yg didapat, dan kuota malah cepet habis biasa isi 35GB bisa buat 20 hari ini baru 9 hari udh habis aja.",1
jaringan telkomsel jangan mahal doang tapi lemot,2
Aplikasinya lambat dan CS Online nya tidak ada solusi.,1
"buat fitur gmail lah, buat pengguna mifi kewalahan buat login nya, masa hari2 harus bongkar pasang kartu mulu, nih aplikasi suka maksa login ulang klo kelamaan ga di buka",1
"sinyal makin lemot makin mahal jg, mau buka aplikasinya susah banget muter terus, padahal buka aplikasi lain bisa",1
"aplikasi macam apa ini, baru pertama kali pakai telkomsel sama pertama kali download aplikasi my telkomsel langsung gak bisa di pakai, udh dua kali coba masuk hasilnya tetap sama MEMUAT ULANG parah banget si sekelas Telkomsel aplikasinya kayak gini.",1
"mau beli kuota kek antrian ambil blt, lama loading nya.. kebanyakan fitur ngribetin.",3
"jaringan full signal full paket data juga masih banyak, tapi kenapa untuk internet selalu sering eror hanya berputar-putar saja dan stagnan seperti itu terus. Jika seperti ini terus lebih baik pindah ke provider lain. sungguh mengecewakan pelanggan yang sudah bertahun-tahun menggunakannya. jujur kecewa berat sama Telkomsel sekarang",1
aplikasinya kurang agak lama masuknya...apa lagi jaringan telkomsel ngelek mulu maen game.. udalah paketnya mahal ..,1
"nyoba beli yg unlimited yg 10 rb , dikirain beneran unlimited ehh taunya cuman 15 gb , nyesel beli",1
apk kucluk mau liat kuota/pulsa masa harus hapus data terus,1
"sangat tidak ramah sekali yah,jaringan nya ngelag mulu,apalagi kalo jam 11 malam gw main ml gak bisa gerak,malah jadi afk",1
"banyak bug niat bikin aplikasi kagak sih,mohon d perbaiki",3
"paketan makin mahal terus pas buka apk nya selalu bug Mulu ,mending blkn lagi dah Telkomsel yang dlu mending Kya dlu harganya ramah dikantong trs lancar skrng mah jaringan nya agak ngeleg"" ,tolong lah min didengar keluhannya jngn dilihat aja karna saya ingin Telkomsel lebih maju bukanya Kya gini bnyk cacian soal jaringan lah trs bug Mulu setiap buka apk tolong lah min diperbaiki🙏",4
aplikasi paling gak guna sering kali error,1
aplikasi bosoooook lemooooot jngan bosoooook bosoooook lah ngeselin loading lama kek jaman batu lol,1
sangat lancar jaringan Telkomsel semangkin semangkin menjangkau dari Sabang sampai Merauke,5
"REKENING SUDAH KEPOTONG, PAKET DATA GAK MASUK, MAKASIH... APL SAMPAH",1
"harga mahal kualitas rendah jelek banget, akses apa aja susah bahkan buat scroll media sosial aja minta ampun jeleknya",1
"bagi sinyal stabil, sukses terus Telkomsel..",5
woww amazing,5
aplikasi gak jelas sering keluarin nomor yg udh terdaftar di aplikasi padahal baru isi kuota data konyol bgt di suruh login ulang kaya baru daftar lagi 🤣,1
"mantap lancar sekarang, download apk 4mb per detik jir",5
sering gangguan kalau awal buka aplikasi,2
pulsa internet,5
"gak bisa masuk, dan gk bisa registrasi, nomer sudah di pakek bertahun tahun kok belum ter registrasi.... gak masuk akal sama sekali.... niat bikin applikasi apa gak sih?? kok kalah sama my xl sekali download langsung bisa di pakek applikasi nya gak ribet ini itu....",1
"di perbaiki lagi buat kualitas sinyalnya . sekelas kota gede kaya gini jaringan kaya ampas , tapi harga paket mahal . pokonya buruk sekali",1
the best,5
Makin kesini makin parah. Lalod banget padahal signal dalam keadaan baik. Jadi susah banget buat cek status paket data dan lainnya. Mohon diperbaiki,4
"apa ini buat daftar Telkomsel smartpay harus nunggu berapa tahun?,sampe pulsa dari 30 ribu sampe tinggal Rp 500,bisa bisa nya kesedot pulak pulsa yg tidak digunakan...tolong perbaiki developer Telkomsel",1
mininal perusahaan di bawah naungan BUMN punya malu lah. masak iya kualitas jaringan dan kecepatan data kalah jauh sama perusahaan swasta.,1
lemot jaringan,1
"kenapa suka lag sihh aplikasinya, mau liat sisa kuota dan beli kuota susah banget",1
loading beranda susah banget.harus hapus aplikasi nih kalau terus kaya gini,3
"sinyal semakin kesini semakin jelek, bikin emosi kalo buat game, dah kaya dulu lagi",1
"Fitur bayar tagihan di MyTelkomsel sangat membantu saya, apalagi bisa bayar berbagai macam tagihan dalam satu aplikasi. Kadang prosesnya lama, tapi lebih praktis daripada harus buka banyak aplikasi",5
"kadang sinyal naik turun, sering bug , benerin apk nya oy loading teros tiap beli kuota",3
"Makin jelek aja aplikasinya sekarang, loading nya parah. Masa setiap mau buka aplikasi harus uninstall terus install ulang biar bisa kebuka? Kalau begini lebih berguna *888# daripada aplikasi ini.",1
oke,5
"aplikasi gajelas stuck stuckk padahal jaringan 5g GOUBLOK !!!! udah harga mahal jaringan makin lama makin ga jelas hadeuh"" udh kayak pake Kouta gratisan aja kocak",1
kenapa paket kombo sakti saya hilang,2
"aplikasi raja bug, jatingan jelek, aplikasi besar tapi bugnya lebi besar, lol",1
apk nya mantap 👍👍👍👍👍,5
aplikasi ini memang sangat bagus murah murah pokok ya sangat bagus sekali,5
tolong perbaiki aplikasi ini macet melulu,1
Terima kasih... sangat membantu sekali,5
gajelas pdahal ada paketannya tapi maucek pulsa sm kuota dsini mlah loading trus ngefreeze gjelas👎,1
"tolong my Telkomsel apknya di bagusin lgi, ini banyak eror nya, loading di semua menu",1
semoga menang dalam event ulang tahun Telkomsel 🙏,5
"aplikasi lemot, berat banget mengecewakan anak bangsa",1
"apasih ni app gajelas bet, sinyal full selalu loading di aplikasi ini doang. mau wifi mau data sama aja. benerin lah app gajelas kocak",1
sangat puas dan menyenangkan untuk saya trimakasih my telcomsel,5
udah paling mantap sih ini. tapi kalau bisa banyakin lagi dong paket yang murah dan berkualitas🤗,5
Paket super seru mendadak hilang,1
minimal perbaiki jaringan yg kek t4i tu,1
apk bapuk,1
"setelah diperbaharui,jadi membuat hp saya error,mode jangan ganggu sering aktif sendiri,setelah saya uninstall kembali normal,hmm",1
aplikasi sering error. tampilan juga lemot parah padahal jaringan sudah bagus. tarif mahal tapi pelayanan menurut saya tidak worth it,2
makain lama kok makin jelek ya aplikasinya 😥 loading lamaa,1
Kenapa ya jaringannya lelet ?,3
"udah lah lemot , ngabisin kuota gw doang buka ni aplikasi! 🐒",1
untuk saat ini .ok lah,5
Telkomsel selalu memberikan yg terbaik,5
kurang adanya promo pada kartu Telkomsel saya,5
"mau cek kuota aja harus RE-instal, kebanyakan update stuck di menu",1
lag ga stabil sering error,1
Untuk halaman cek kuota kenapa tidak muncul berapa banyak kuota yang dibeli? Lalu kuota gratis yang di klaim kenapa tidak dipisah dengan kuota yang sudah dibeli sebelumnya?,1
"Saya install aplikasi my Telkomsel karena saya pengguna setia Telkomsel, saya kira hanya untuk isi pulsa atau kuota internet saja ternyata ada banyak pilihan pembayaran tagihan. Tapi saya mau kasih masukan untuk perbaikan agar aplikasinya tidak loading lama saat akan digunakan. Terimakasih dan sukses selalu",4
"Apk berat gajelas, pas dibuka loading lama udah di refresh tetap gak ngaruh",1
aplikasi nya gak ada masalah jaringan Telkom nya yang bermasalah,2
bagus tapi di hilangkan bug nya min,3
apk ta**i error terus,2
"sudah kuduga, paket yg tadinya bisa dibeli sekarang menghilang mendadak gak tersedia pdhl iklan mulu di SMS. Bangke bener marketingnya, omon2 doang, paket bisa dibeli cuma 2x selanjutnya menghilang & naek2 terus..",1
"semakin buruk mau beli paket kouta mingguan tdk bisa paket 14 hari gak bisa paket bulanan yang di bawah 7gb gak ada karna sudah di rubah, sayajd males pake telkomsel.",1
aplikasi gaguna jelek,1
"jaringan lancar, aplikasi lain lancar, buka telkom loading terus",3
entah ya kenapa kurang memuaskan kak? ganti nomor pendaftaran malah promo nya hilang? :( udah gak bisa lagi :(,3
"sigoblok, lemot parah",1
puass,5
ini kenapa pembayaran melalui seabank udah gak bisa padahal tadinya bisa,1
ga bagus aplikasi nya sering stuk,1
Tolong pihak Telkomsel. Sementang Anda jaringan nomor satu di Indonesia tapi paling buruk di Semua layanan. Terutama di MyTelkomsel saat kuota utama habis. Jangan langsung terpotong pulsa yang ada. Coba tolong di contoh aplikasi lain. Ada penguncian pulsa jadi pulsa tidak terpotong saat kuota utama Habis!!!,5
ok,5
"Aplikasi asuu.. paling lemot, saya cek di aplikasi kuota saya msih 7GB tapi tiba2 ada sms pemberitahuan kalau pulsa dasar sudah di sedot karena kuota habis",1
